,SRS011061,SRS011134,SRS012902,SRS054956
Alistipes_putredinis_DSM_17216_ribflv,0.00040777,0.0014311,1.4003e-05,4.9899e-05
Alistipes_putredinis_DSM_17216_ser_L,26.3376,92.4356,0.90447,3.223
Alistipes_putredinis_DSM_17216_sheme,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_so4,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_spmd,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_succ,26.3376,92.4356,0.90447,3.223
Alistipes_putredinis_DSM_17216_tchola,10,10,0.90447,3.223
Alistipes_putredinis_DSM_17216_tdchola,10,10,0.90447,3.223
Alistipes_putredinis_DSM_17216_thm,0.00020389,0.00071557,7.0017e-06,2.495e-05
Alistipes_putredinis_DSM_17216_thr_L,26.3376,92.4356,0.90447,3.223
Alistipes_putredinis_DSM_17216_thymd,0.00098621,0.0034613,3.3868e-05,0.00012068
Alistipes_putredinis_DSM_17216_trp_L,26.3376,12.9472,0.90447,3.223
Alistipes_putredinis_DSM_17216_ttdca,26.2241,56.1062,0.90057,3.2091
Alistipes_putredinis_DSM_17216_tyr_L,17.1851,16.304,0.90447,3.223
Alistipes_putredinis_DSM_17216_urea,-0.00020387,-0.0007155,-7.001e-06,-2.4947e-05
Alistipes_putredinis_DSM_17216_uri,26.3343,88.4322,0.90435,3.2225
Alistipes_putredinis_DSM_17216_val_L,21.9712,77.1111,0.75452,2.6886
Alistipes_putredinis_DSM_17216_zn2,0.00020389,0.00071557,7.0017e-06,2.495e-05
Bacteroides_sp_4_3_47FAA_ac,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_acgam,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_adn,8.6179,4.8345,28.1866,0.46245
Bacteroides_sp_4_3_47FAA_ala_L,25.067,13.6574,38.0955,0.86326
Bacteroides_sp_4_3_47FAA_arg_L,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_asn_L,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_btn,0.017867,0.017867,0.017867,0.017867
Bacteroides_sp_4_3_47FAA_ca2,0.0004894,0.00026664,0.001963,1.6854e-05
Bacteroides_sp_4_3_47FAA_chtbs,0.1,0.1,0.1,0.1
Bacteroides_sp_4_3_47FAA_cit,0.00097879,0.00053328,0.003926,3.3708e-05
Bacteroides_sp_4_3_47FAA_cl,0.0004894,0.00026664,0.001963,1.6854e-05
Bacteroides_sp_4_3_47FAA_co2,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_cobalt2,0.0004894,0.00026664,0.001963,1.6854e-05
Bacteroides_sp_4_3_47FAA_cu2,0.0004894,0.00026664,0.001963,1.6854e-05
Bacteroides_sp_4_3_47FAA_cytd,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_dcyt,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_ddca,25.067,13.6574,13.9405,0.86326
Bacteroides_sp_4_3_47FAA_dgchol,10,10,10,0.86326
Bacteroides_sp_4_3_47FAA_dgsn,0.1,0.1,0.1,0.1
Bacteroides_sp_4_3_47FAA_duri,0.1,0.1,0.1,0.1
Bacteroides_sp_4_3_47FAA_fe2,0.0004894,0.00026664,0.001963,1.6854e-05
Bacteroides_sp_4_3_47FAA_fe3,0.0004894,0.00026664,0.001963,1.6854e-05
Bacteroides_sp_4_3_47FAA_for,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_gcald,0.00062884,0.00035946,0.0025362,0
Bacteroides_sp_4_3_47FAA_gchola,10,10,10,0.86326
Bacteroides_sp_4_3_47FAA_glc_D,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_glcur,9,8.2356,9,0.86326
Bacteroides_sp_4_3_47FAA_glu_L,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_gsn,0.014819,0.0080738,0.059439,0.00051033
Bacteroides_sp_4_3_47FAA_h2,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_h2o,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_h,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_hdca,25.0131,13.6281,100.329,0.8614
Bacteroides_sp_4_3_47FAA_k,0.0004894,0.00026664,0.001963,1.6854e-05
Bacteroides_sp_4_3_47FAA_lac_D,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_leu_L,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_lys_L,0.020903,0.011389,0.083842,0.00071985
Bacteroides_sp_4_3_47FAA_met_L,1.0164,1.0089,1.0658,0.10115
Bacteroides_sp_4_3_47FAA_mg2,0.0004894,0.00026664,0.001963,1.6854e-05
Bacteroides_sp_4_3_47FAA_mn2,0.0004894,0.00026664,0.001963,1.6854e-05
Bacteroides_sp_4_3_47FAA_nac,0.00097879,0.00053328,0.003926,3.3708e-05
Bacteroides_sp_4_3_47FAA_nh4,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_o2,0.00092535,0.0032477,3.1778e-05,0.00011324
Bacteroides_sp_4_3_47FAA_pheme,9.9998,9.9993,10,0.86326
Bacteroides_sp_4_3_47FAA_pi,13.5431,13.6574,13.9933,0.86326
Bacteroides_sp_4_3_47FAA_pro_L,25.067,13.6574,86.1731,0.86326
Bacteroides_sp_4_3_47FAA_pydam,0.0004894,0.00026664,0.001963,1.6854e-05
Bacteroides_sp_4_3_47FAA_pydx,0.3214,0.32406,0.32089,0.32115
Bacteroides_sp_4_3_47FAA_pydxn,0.0014148,0.0035143,0.0019948,0.00013009
Bacteroides_sp_4_3_47FAA_rib_D,0.1,0.1,0.1,0.1
Bacteroides_sp_4_3_47FAA_ser_L,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_so4,0.0004894,0.00026664,0.001963,1.6854e-05
Bacteroides_sp_4_3_47FAA_succ,25.067,13.6574,100.5453,0.86326
Bacteroides_sp_4_3_47FAA_tchola,10,10,10,0.86326
Bacteroides_sp_4_3_47FAA_tdchola,10,10,10,0.86326
Bacteroides_sp_4_3_47FAA_thr_L,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_thymd,0.00073616,0.00040108,0.0029528,2.5352e-05
Bacteroides_sp_4_3_47FAA_ttdca,25.015,13.6291,64.415,0.86147
Bacteroides_sp_4_3_47FAA_uri,25.0634,13.6555,100.5306,0.86313
Bacteroides_sp_4_3_47FAA_val_L,25.067,13.6574,100.5452,0.86326
Bacteroides_sp_4_3_47FAA_xan,0.1,0.1,0.1,0.1
Bacteroides_sp_4_3_47FAA_xyl_D,1,1,1,0.86326
Bacteroides_sp_4_3_47FAA_zn2,0.0004894,0.00026664,0.001963,1.6854e-05
Burkholderiales_bacterium_1_1_47_ala_L,0.030534,0.011789,0.016423,0
Burkholderiales_bacterium_1_1_47_asn_L,13.584,5.2698,6.1265,0
Burkholderiales_bacterium_1_1_47_asp_L,15.7089,6.0651,8.449,0
Burkholderiales_bacterium_1_1_47_ca2,0.00030669,0.00011841,0.00016495,0
Burkholderiales_bacterium_1_1_47_cgly,0.1,0.1,0.1,0
Burkholderiales_bacterium_1_1_47_cl,0.00030669,0.00011841,0.00016495,0
Burkholderiales_bacterium_1_1_47_co2,0.057036,0.13177,0.11321,0
Burkholderiales_bacterium_1_1_47_cobalt2,0.00030669,0.00011841,0.00016495,0
Burkholderiales_bacterium_1_1_47_cu2,0.00030669,0.00011841,0.00016495,0
Burkholderiales_bacterium_1_1_47_cys_L,15.7089,6.0651,8.449,0
Burkholderiales_bacterium_1_1_47_fe2,0.00030669,0.00011841,0.00016495,0
Burkholderiales_bacterium_1_1_47_fe3,0.00030669,0.00011841,0.00016495,0
Burkholderiales_bacterium_1_1_47_for,15.7089,6.0651,8.449,0
Burkholderiales_bacterium_1_1_47_fum,15.7089,6.0651,1.6983,0
Burkholderiales_bacterium_1_1_47_gln_L,12.995,5.1458,5.0176,0
Burkholderiales_bacterium_1_1_47_glu_L,5.4092,2.1882,2.9843,0
Burkholderiales_bacterium_1_1_47_gly,6.6294,2.5835,3.5818,0
Burkholderiales_bacterium_1_1_47_glyleu,0.1,0.1,0.1,0
Burkholderiales_bacterium_1_1_47_glymet,0.0061716,0.0023828,0.0033194,0
Burkholderiales_bacterium_1_1_47_glypro,0.1,0.1,0.1,0
Burkholderiales_bacterium_1_1_47_h2,15.7089,6.0651,8.449,0
Burkholderiales_bacterium_1_1_47_h2o,15.7089,6.0651,8.449,0
Burkholderiales_bacterium_1_1_47_h,15.7089,6.0651,8.449,0
Burkholderiales_bacterium_1_1_47_his_L,0.0036375,0.0014044,0.0019564,0
Burkholderiales_bacterium_1_1_47_indole,15.7089,6.0651,8.449,0
Burkholderiales_bacterium_1_1_47_k,0.00030669,0.00011841,0.00016495,0
Burkholderiales_bacterium_1_1_47_leu_L,0.017227,0.0066513,0.0092656,0
Burkholderiales_bacterium_1_1_47_lys_L,0.013099,0.0050575,0.0070454,0
Burkholderiales_bacterium_1_1_47_mal_L,0.1,0.1,0.1,0
Burkholderiales_bacterium_1_1_47_met_L,0.0061716,0.0023828,0.0033194,0
Burkholderiales_bacterium_1_1_47_mg2,0.00030669,0.00011841,0.00016495,0
Burkholderiales_bacterium_1_1_47_mn2,0.00030669,0.00011841,0.00016495,0
Burkholderiales_bacterium_1_1_47_nac,0.00061338,0.00023682,0.00032991,0
Burkholderiales_bacterium_1_1_47_nh4,7.3813,2.9348,1.4985,0
Burkholderiales_bacterium_1_1_47_nmn,0.1,0.1,0.1,0
Burkholderiales_bacterium_1_1_47_no2,0.1,0.1,0.1,0
Burkholderiales_bacterium_1_1_47_no3,0.1,0.1,0.1,0
Burkholderiales_bacterium_1_1_47_o2,0.00092535,0.0032477,3.1778e-05,0
Burkholderiales_bacterium_1_1_47_orn,15.7089,6.0651,8.449,0
Burkholderiales_bacterium_1_1_47_phe_L,0.007091,0.0027378,0.0038139,0
Burkholderiales_bacterium_1_1_47_pi,8.954,3.5428,4.8769,0
Burkholderiales_bacterium_1_1_47_pro_L,0.0084604,0.0032665,0.0045504,0
Burkholderiales_bacterium_1_1_47_pydx,0.00030669,0.00011841,0.00016495,0
Burkholderiales_bacterium_1_1_47_ribflv,0.00061338,0.00023682,0.00032991,0
Burkholderiales_bacterium_1_1_47_ser_L,15.7089,6.0651,8.449,0
Burkholderiales_bacterium_1_1_47_so4,0.00030669,0.00011841,0.00016495,0
Burkholderiales_bacterium_1_1_47_succ,1.9891,1.1941,1.3834,0
Burkholderiales_bacterium_1_1_47_thr_L,0.020783,0.0080241,0.011178,0
Burkholderiales_bacterium_1_1_47_trp_L,0.0021661,0.00083633,0.0011651,0
Burkholderiales_bacterium_1_1_47_tyr_L,15.639,6.0651,8.449,0
Burkholderiales_bacterium_1_1_47_ura,0.011532,0.0044524,0.0062025,0
Burkholderiales_bacterium_1_1_47_zn2,0.00030669,0.00011841,0.00016495,0
Bacteroides_sp_20_3_ac,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_acnam,0.0063475,0.0027303,0.00073902,0.0003424
Bacteroides_sp_20_3_adn,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_arab_L,1,1,1,0.74052
Bacteroides_sp_20_3_arg_L,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_asn_L,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_ca2,0.00026802,0.00011528,3.1204e-05,1.4458e-05
Bacteroides_sp_20_3_chtbs,0.0031737,0.0013652,0.00036951,0.0001712
Bacteroides_sp_20_3_cl,0.00026802,0.00011528,3.1204e-05,1.4458e-05
Bacteroides_sp_20_3_co2,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_cobalt2,0.00026802,0.00011528,3.1204e-05,1.4458e-05
Bacteroides_sp_20_3_cu2,0.00026802,0.00011528,3.1204e-05,1.4458e-05
Bacteroides_sp_20_3_cytd,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_dcyt,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_ddca,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_dgchol,10,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_dgsn,0.0081154,0.0034908,0.00094486,0.00043777
Bacteroides_sp_20_3_duri,0.1,0.1,0.1,0.1
Bacteroides_sp_20_3_fe2,0.00053603,0.00023057,6.2409e-05,2.8915e-05
Bacteroides_sp_20_3_fe3,0.00026802,0.00011528,3.1204e-05,1.4458e-05
Bacteroides_sp_20_3_for,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_fum,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_gcald,0.00062884,0.00035946,0.0025362,0
Bacteroides_sp_20_3_gchola,10,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_gly,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_glyc,13.7278,5.9049,0.71214,0.51037
Bacteroides_sp_20_3_glymet,0.1,0.1,0.1,0.1
Bacteroides_sp_20_3_h2,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_h2o,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_h,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_hdca,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_ins,12.3978,5.8279,1.5977,0.74022
Bacteroides_sp_20_3_k,0.00026802,0.00011528,3.1204e-05,1.4458e-05
Bacteroides_sp_20_3_lac_D,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_leu_L,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_lys_L,0.011447,0.004924,0.0013328,0.0006175
Bacteroides_sp_20_3_met_L,0.0089831,0.003864,0.0010459,0.00048457
Bacteroides_sp_20_3_mg2,0.00026802,0.00011528,3.1204e-05,1.4458e-05
Bacteroides_sp_20_3_mn2,0.00026802,0.00011528,3.1204e-05,1.4458e-05
Bacteroides_sp_20_3_nac,0.00053603,0.00023057,6.2409e-05,2.8915e-05
Bacteroides_sp_20_3_nh4,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_no2,0.2,0.2,0.2,0.1
Bacteroides_sp_20_3_o2,0.00092535,0.0032477,3.1778e-05,0.00011324
Bacteroides_sp_20_3_orn,8.8195,4.1508,1.2953,0.60198
Bacteroides_sp_20_3_pheme,9.9998,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_pi,13.5106,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_pro_L,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_pydx,0.00026802,0.00011528,3.1204e-05,1.4458e-05
Bacteroides_sp_20_3_ser_L,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_so4,0.00026802,0.00011528,3.1204e-05,1.4458e-05
Bacteroides_sp_20_3_succ,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_tchola,10,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_tdchola,10,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_thr_L,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_thymd,0.00040315,0.00017341,4.6938e-05,2.1747e-05
Bacteroides_sp_20_3_ttdca,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_uri,13.7247,5.9036,1.5979,0.74035
Bacteroides_sp_20_3_val_L,13.7278,5.9049,1.5983,0.74052
Bacteroides_sp_20_3_xan,0.0081154,0.0034908,0.00094486,0.00043777
Bacteroides_sp_20_3_xyl_D,1,1,1,0.74052
Bacteroides_sp_20_3_zn2,0.00026802,0.00011528,3.1204e-05,1.4458e-05
Bacteroides_ovatus_ATCC_8483_2obut,12.4409,2.3282,26.9008,0.48069
Bacteroides_ovatus_ATCC_8483_ac,12.4409,2.3282,26.9008,8.2783
Bacteroides_ovatus_ATCC_8483_acgal,12.4409,2.3282,11,0.30515
Bacteroides_ovatus_ATCC_8483_acgalglcur,5,2.3282,0,0.30515
Bacteroides_ovatus_ATCC_8483_acgalidour2s,1,1,0,0.30515
Bacteroides_ovatus_ATCC_8483_acgalidour,1,1,0,0.30515
Bacteroides_ovatus_ATCC_8483_acgam,12.4409,2.3282,26.9008,1.2684
Bacteroides_ovatus_ATCC_8483_adn,5.5654,1.2347,11.4536,4.5205
Bacteroides_ovatus_ATCC_8483_adocbl,0.00036086,0.00036086,0.00036086,0.00036086
Bacteroides_ovatus_ATCC_8483_arab_L,1,1,1,1
Bacteroides_ovatus_ATCC_8483_arg_L,0.0089659,0.0016778,0.019387,0.039656
Bacteroides_ovatus_ATCC_8483_asn_L,12.4409,2.3282,26.9008,54.9538
Bacteroides_ovatus_ATCC_8483_btn,0.017867,0.017867,0.017867,0.017867
Bacteroides_ovatus_ATCC_8483_ca2,0.00024289,4.5454e-05,0.0005252,0.0010743
Bacteroides_ovatus_ATCC_8483_cbl1,0.1,0.1,0.1,0.1
Bacteroides_ovatus_ATCC_8483_chtbs,0.1,0.1,0.1,0.1
Bacteroides_ovatus_ATCC_8483_cl,0.00024289,4.5454e-05,0.0005252,0.0010743
Bacteroides_ovatus_ATCC_8483_co2,12.4409,2.3282,26.9008,8.1783
Bacteroides_ovatus_ATCC_8483_cobalt2,0.00024289,4.5454e-05,0.0005252,0.0010743
Bacteroides_ovatus_ATCC_8483_cspg_a,1,1,1,1
Bacteroides_ovatus_ATCC_8483_cspg_a_degr,3,2.3282,0,0.30515
Bacteroides_ovatus_ATCC_8483_cspg_b,1,1,1,1
Bacteroides_ovatus_ATCC_8483_cspg_b_degr,1,1,0,0.30515
Bacteroides_ovatus_ATCC_8483_cspg_c,1,1,1,1
Bacteroides_ovatus_ATCC_8483_cspg_c_degr,2,2,0,0.30515
Bacteroides_ovatus_ATCC_8483_cu2,0.00024289,4.5454e-05,0.0005252,0.0010743
Bacteroides_ovatus_ATCC_8483_cys_L,12.4409,2.3282,8.4201,7.8918
Bacteroides_ovatus_ATCC_8483_cytd,12.4409,2.3282,26.9008,55.0256
Bacteroides_ovatus_ATCC_8483_dad_2,0.1,0.1,0.1,0.1
Bacteroides_ovatus_ATCC_8483_dcyt,12.4409,2.3282,26.9008,4.9798
Bacteroides_ovatus_ATCC_8483_ddca,12.4409,2.3282,13.9405,14.2159
Bacteroides_ovatus_ATCC_8483_dgchol,10,2.3282,10,10
Bacteroides_ovatus_ATCC_8483_dgsn,0.1,0.1,0.1,0.1
Bacteroides_ovatus_ATCC_8483_duri,0.1,0.1,0.1,0.1
Bacteroides_ovatus_ATCC_8483_fe2,0.10405,0.10692,0.10622,0.10913
Bacteroides_ovatus_ATCC_8483_fe3,0.00024289,4.5454e-05,0.0005252,0.0010743
Bacteroides_ovatus_ATCC_8483_for,12.4409,2.3282,26.9008,5.0554
Bacteroides_ovatus_ATCC_8483_fru,12.4409,2.3282,26.9008,55.0256
Bacteroides_ovatus_ATCC_8483_gal,9.2567,2.3282,9.2567,0.33512
Bacteroides_ovatus_ATCC_8483_gam26s,1,1,0,0
Bacteroides_ovatus_ATCC_8483_gam,4.1,2.3282,0.1,0.1
Bacteroides_ovatus_ATCC_8483_gcald,0.00062884,0.00035946,0.0025362,0
Bacteroides_ovatus_ATCC_8483_gchola,10,2.3282,10,10
Bacteroides_ovatus_ATCC_8483_glc_D,12.4409,2.3282,26.9008,55.0256
Bacteroides_ovatus_ATCC_8483_glcur,9,2.3282,0,0.30515
Bacteroides_ovatus_ATCC_8483_gly,12.4409,2.3282,26.9008,44.6379
Bacteroides_ovatus_ATCC_8483_glymet,0.1,0.1,0.1,0.1
Bacteroides_ovatus_ATCC_8483_gsn,0.0073546,0.0013763,0.015903,0.032529
Bacteroides_ovatus_ATCC_8483_h2,12.4409,2.3282,26.9008,8.2028
Bacteroides_ovatus_ATCC_8483_h2o,12.4409,2.3282,26.9008,55.0256
Bacteroides_ovatus_ATCC_8483_h2s,12.4409,2.3282,9.3236,0.48065
Bacteroides_ovatus_ATCC_8483_h,12.4409,2.3282,26.9008,8.2783
Bacteroides_ovatus_ATCC_8483_ha,1,1,1,1
Bacteroides_ovatus_ATCC_8483_ha_deg1,1,1,0,0.30515
Bacteroides_ovatus_ATCC_8483_ha_pre1,1,1,0,0.30515
Bacteroides_ovatus_ATCC_8483_hdca,12.4373,2.3275,26.893,55.0096
Bacteroides_ovatus_ATCC_8483_hspg,1,1,1,1
Bacteroides_ovatus_ATCC_8483_hspg_degr_10,1,1,0,0
Bacteroides_ovatus_ATCC_8483_hspg_degr_11,1,1,0,0
Bacteroides_ovatus_ATCC_8483_hspg_degr_12,1,1,0,0
Bacteroides_ovatus_ATCC_8483_hspg_degr_1,1,1,0,0
Bacteroides_ovatus_ATCC_8483_hspg_degr_2,1,1,0,0
Bacteroides_ovatus_ATCC_8483_hspg_degr_3,1,1,0,0
Bacteroides_ovatus_ATCC_8483_hspg_degr_4,1,1,0,0
Bacteroides_ovatus_ATCC_8483_hspg_degr_5,1,1,0,0
Bacteroides_ovatus_ATCC_8483_hspg_degr_6,1,1,0,0
Bacteroides_ovatus_ATCC_8483_hspg_degr_7,1,1,0,0
Bacteroides_ovatus_ATCC_8483_hspg_degr_8,1,1,0,0
Bacteroides_ovatus_ATCC_8483_hspg_degr_9,1,1,0,0
Bacteroides_ovatus_ATCC_8483_indole,12.4409,2.3282,1.0044,3.3226
Bacteroides_ovatus_ATCC_8483_ins,12.4376,2.3275,26.8935,5.0503
Bacteroides_ovatus_ATCC_8483_k,0.00024289,4.5454e-05,0.0005252,0.0010743
Bacteroides_ovatus_ATCC_8483_lac_D,12.4409,2.3282,26.9008,8.1783
Bacteroides_ovatus_ATCC_8483_lcts,4.1267,2.3282,4.1267,4.1267
Bacteroides_ovatus_ATCC_8483_leu_L,12.4409,2.3282,26.9008,51.8337
Bacteroides_ovatus_ATCC_8483_lys_L,0.010374,0.0019414,0.022432,0.045884
Bacteroides_ovatus_ATCC_8483_malt,12.4409,2.3282,8.594,8.4984
Bacteroides_ovatus_ATCC_8483_man,0.1,0.1,0.1,0.1
Bacteroides_ovatus_ATCC_8483_meoh,1,1.6688,0,0.070765
Bacteroides_ovatus_ATCC_8483_met_L,2.0049,0.65751,2.0106,2.0216
Bacteroides_ovatus_ATCC_8483_mg2,0.00024289,4.5454e-05,0.0005252,0.0010743
Bacteroides_ovatus_ATCC_8483_mn2,0.00024289,4.5454e-05,0.0005252,0.0010743
Bacteroides_ovatus_ATCC_8483_nac,0.00048578,9.0908e-05,0.0010504,0.0021486
Bacteroides_ovatus_ATCC_8483_nh4,12.4409,2.3282,26.9008,9.1783
Bacteroides_ovatus_ATCC_8483_no2,0.2,0.2,0.2,0.1
Bacteroides_ovatus_ATCC_8483_o2,0.00092535,0.0032477,3.1778e-05,0.00011324
Bacteroides_ovatus_ATCC_8483_orn,12.1923,2.3275,25.3374,45.378
Bacteroides_ovatus_ATCC_8483_phe_L,12.4409,2.3282,26.9008,23.9357
Bacteroides_ovatus_ATCC_8483_pheme,9.9998,2.3282,10,10
Bacteroides_ovatus_ATCC_8483_pi,12.4409,2.3282,13.7797,14.2056
Bacteroides_ovatus_ATCC_8483_pro_L,0.0067004,0.0012539,0.014488,0.029635
Bacteroides_ovatus_ATCC_8483_pydam,0.00024289,4.5454e-05,6.3556e-05,0.00022647
Bacteroides_ovatus_ATCC_8483_pydx,0.00024289,4.5454e-05,0.0005252,0.0010743
Bacteroides_ovatus_ATCC_8483_pydxn,0.00024289,4.5454e-05,0.0005252,0.0010743
Bacteroides_ovatus_ATCC_8483_rib_D,0.1,0.1,0.1,0.1
Bacteroides_ovatus_ATCC_8483_ser_L,12.4409,2.3282,26.9008,45.5575
Bacteroides_ovatus_ATCC_8483_so4,12.4409,2.3282,26.9008,50.305
Bacteroides_ovatus_ATCC_8483_succ,12.4409,2.3282,26.9008,8.2783
Bacteroides_ovatus_ATCC_8483_sucr,12.4409,2.3282,26.9008,55.0256
Bacteroides_ovatus_ATCC_8483_tchola,10,2.3282,10,10
Bacteroides_ovatus_ATCC_8483_tdchola,10,2.3282,10,10
Bacteroides_ovatus_ATCC_8483_thr_L,12.4409,2.3282,26.9008,32.5096
Bacteroides_ovatus_ATCC_8483_thymd,0.00036536,6.8372e-05,0.00079001,0.001616
Bacteroides_ovatus_ATCC_8483_tre,0.1,0.1,0.1,0.1
Bacteroides_ovatus_ATCC_8483_trp_L,12.4409,2.3282,13.0026,4.5544
Bacteroides_ovatus_ATCC_8483_ttdca,12.4382,2.3277,26.8949,35.1622
Bacteroides_ovatus_ATCC_8483_ura,0.1,0.1,0.1,0.1
Bacteroides_ovatus_ATCC_8483_uri,12.4391,2.3278,26.8969,5.7883
Bacteroides_ovatus_ATCC_8483_val_L,12.4409,2.3282,26.9008,42.4268
Bacteroides_ovatus_ATCC_8483_xan,0.1,0.1,0.1,0.1
Bacteroides_ovatus_ATCC_8483_xyl_D,1,1,1,1
Bacteroides_ovatus_ATCC_8483_zn2,0.00024289,4.5454e-05,0.0005252,0.0010743
Bacteroides_sp_2_1_33B_ac,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_acmana,0.0053102,0.0034024,0,0.0013737
Bacteroides_sp_2_1_33B_adn,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_arg_L,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_asn_L,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_btn,0.017867,0.017867,0,0.017867
Bacteroides_sp_2_1_33B_ca2,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_chtbs,0.1,0.1,0,0.1
Bacteroides_sp_2_1_33B_cl,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_co2,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_cobalt2,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_cu2,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_cytd,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_dcyt,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_ddca,11.4754,7.3526,0,2.9686
Bacteroides_sp_2_1_33B_dgchol,10,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_dgsn,0.0067892,0.00435,0,0.0017563
Bacteroides_sp_2_1_33B_duri,0.1,0.1,0,0.1
Bacteroides_sp_2_1_33B_fe2,0.00044843,0.00028732,0,0.000116
Bacteroides_sp_2_1_33B_fe3,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_for,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_fum,11.4844,7.3584,0,0.84052
Bacteroides_sp_2_1_33B_gcald,0.00062884,0.00035946,0,0
Bacteroides_sp_2_1_33B_gchola,10,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_gly,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_glyc,11.4844,7.3584,0,0.51037
Bacteroides_sp_2_1_33B_glymet,0.1,0.1,0,0.1
Bacteroides_sp_2_1_33B_h2,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_h2o,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_h,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_hdca,11.4754,7.3526,0,2.9686
Bacteroides_sp_2_1_33B_ins,10.2659,6.748,0,2.6203
