,SRS011061,SRS011134,SRS012902,SRS054956
Alistipes_putredinis_DSM_17216_k,0.00020386527565207816,0.0007154946029340449,7.0010127337095e-06,2.49471698175216e-05
Alistipes_putredinis_DSM_17216_lac_D,-26.337563600000003,-92.43548,-0.9044679999999999,-3.2229503999999998
Alistipes_putredinis_DSM_17216_leu_L,0.030322959944512024,0.10642280356910862,0.0010413319679688417,0.0037106467920346177
Alistipes_putredinis_DSM_17216_lys_L,0.018792605936421507,0.0659553623321472,0.0006453638219635201,0.0022996674156994562
Alistipes_putredinis_DSM_17216_met_L,0.00861787536069506,0.030245677149348043,0.0002959496409811095,0.0010545768493522415
Alistipes_putredinis_DSM_17216_mg2,0.00020386527565207816,0.0007154946029340449,7.0010127337095e-06,2.49471698175216e-05
Alistipes_putredinis_DSM_17216_mn2,0.00020386527565207816,0.0007154946029340449,7.0010127337095e-06,2.49471698175216e-05
Alistipes_putredinis_DSM_17216_mqn7,0.0004077305513041563,0.0014309892058680899,1.4002025467419e-05,4.98943396350432e-05
Alistipes_putredinis_DSM_17216_nac,-0.0002038856642185,-0.00071556615955,-7.001712904999999e-06,-2.4949664784e-05
Alistipes_putredinis_DSM_17216_nh4,-26.337563600000003,-92.43548,-0.9044679999999999,-3.2229503999999998
Alistipes_putredinis_DSM_17216_o2,-0.0009253538361095691,-0.0032476628176280734,-3.1777917887509636e-05,-0.00011323634795999999
Alistipes_putredinis_DSM_17216_ocdca,-26.2168907436927,-92.01196119753426,-0.90032392886813,-3.2081835583736633
Alistipes_putredinis_DSM_17216_ocdcea,0.014381562795270834,0.05047416990882943,0.0004938825601284173,0.0017598842576176349
Alistipes_putredinis_DSM_17216_phe_L,-17.166937757543142,-16.24032622636454,-0.9038457260159999,-3.2207330101248
Alistipes_putredinis_DSM_17216_pheme,0.00020386527565207816,0.0007154946029340449,7.0010127337095e-06,2.49471698175216e-05
Alistipes_putredinis_DSM_17216_pi,0.053464351601896,0.18764085692491927,0.0018360390467073717,0.0065424788715671145
Alistipes_putredinis_DSM_17216_pnto_R,0.0004077305513041571,0.00143098920586808,1.4002025467418585e-05,4.9894339636221416e-05
Alistipes_putredinis_DSM_17216_ppa,-26.337563600000003,-92.43548,-0.9044679999999999,-3.2229503999999998
Alistipes_putredinis_DSM_17216_ppi,-6.735225705616806,-6.939075752591653,-0.45131588866551253,-1.6082036334075618
Alistipes_putredinis_DSM_17216_pro_L,0.012137110791687588,0.042596941724815506,0.00041680500483105,0.00148522872787344
Alistipes_putredinis_DSM_17216_ribflv,0.0004077305513041563,0.0014309892058680899,1.4002025467419e-05,4.98943396350432e-05
Alistipes_putredinis_DSM_17216_ser_L,-26.337563600000003,-92.43548,-0.9044679999999999,-3.2229503999999998
Alistipes_putredinis_DSM_17216_sheme,0.00020386527565207816,0.0007154946029340449,7.0010127337095e-06,2.49471698175216e-05
Alistipes_putredinis_DSM_17216_so4,0.00020386527565207816,0.0007154946029340449,7.0010127337095e-06,2.49471698175216e-05
Alistipes_putredinis_DSM_17216_spmd,0.00020386527565207816,0.0007154946029340449,7.0010127337095e-06,2.49471698175216e-05
Alistipes_putredinis_DSM_17216_succ,-26.337563600000003,-92.43548,-0.9044679999999999,-3.2229503999999998
Alistipes_putredinis_DSM_17216_taur,-20.0,-20.0,-0.9044679999999999,-3.2229503999999998
Alistipes_putredinis_DSM_17216_thm,0.00020386527565207816,0.0007154946029340449,7.0010127337095e-06,2.49471698175216e-05
Alistipes_putredinis_DSM_17216_thr_L,-13.721965143135233,-46.56959759433253,-0.47123107351817656,-1.6791690637335939
Alistipes_putredinis_DSM_17216_thymd,0.0009861114479950998,0.0034609004239451405,3.3864417479574e-05,0.00012067130939022718
Alistipes_putredinis_DSM_17216_trp_L,0.003107653396198739,0.01090675803251826,0.000106721073165366,0.0003802862295258048
Alistipes_putredinis_DSM_17216_ttdca,0.0016466573257982002,0.00577918149975243,5.6548467457712995e-05,0.0002015028788328864
Alistipes_putredinis_DSM_17216_tyr_L,0.00794524833382619,0.0278849955375684,0.00027285070780047604,0.0009722668992664316
Alistipes_putredinis_DSM_17216_urea,-0.0002038856642185,-0.00071556615955,-7.001712904999999e-06,-2.4949664784e-05
Alistipes_putredinis_DSM_17216_uri,-5.802788682860675,-18.338722228965946,-0.20568163932338193,-0.7329190474880866
Alistipes_putredinis_DSM_17216_val_L,0.023189880847063294,0.0813882331637199,0.00079637226390909,0.002837765743525152
Alistipes_putredinis_DSM_17216_zn2,0.00020386527565207816,0.0007154946029340449,7.0010127337095e-06,2.49471698175216e-05
Bacteroides_sp_4_3_47FAA_C02528,-20.0,-13.657444799999999,-20.0,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_ac,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_acgam,-23.493869880551333,-13.657444799999999,-82.2282734117686,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_adn,-8.81561736069293,-4.809319935280021,-33.98173375812487,-0.30398701171524956
Bacteroides_sp_4_3_47FAA_ala_L,-25.023690039364883,-13.633820056382845,-100.37146627986834,-0.8617651295768712
Bacteroides_sp_4_3_47FAA_arg_L,-19.243211820854846,-10.532674850560861,-76.80257532444217,-0.699284865720536
Bacteroides_sp_4_3_47FAA_asn_L,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_ca2,0.0004893476344457897,0.0002666144594404447,0.0019628016296814525,1.685213998986276e-05
Bacteroides_sp_4_3_47FAA_cholate,-20.0,-13.657444799999999,-20.0,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_cl,0.0004893476344457897,0.0002666144594404447,0.0019628016296814525,1.685213998986276e-05
Bacteroides_sp_4_3_47FAA_co2,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_cobalt2,0.0004893476344457897,0.0002666144594404447,0.0019628016296814525,1.685213998986276e-05
Bacteroides_sp_4_3_47FAA_cu2,0.0004893476344457897,0.0002666144594404447,0.0019628016296814525,1.685213998986276e-05
Bacteroides_sp_4_3_47FAA_cytd,-23.997098912595096,-13.074495725245413,-96.25374996777767,-0.8264114133986582
Bacteroides_sp_4_3_47FAA_dad_2,-8.97800416862411,-4.966025794408994,-34.46680465790625,-0.4671853127183885
Bacteroides_sp_4_3_47FAA_dcyt,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_fe2,0.0004893476344457897,0.0002666144594404447,0.0019628016296814525,1.685213998986276e-05
Bacteroides_sp_4_3_47FAA_fe3,0.0004893476344457897,0.0002666144594404447,0.0019628016296814525,1.685213998986276e-05
Bacteroides_sp_4_3_47FAA_for,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_glu_L,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_gly,-20.0,-13.657444799999999,-20.0,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_gsn,-8.61794157536473,-4.834464851438608,-32.035782421141086,-0.4624449858510755
Bacteroides_sp_4_3_47FAA_h2,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_h2o,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_h,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_hdca,-25.01314199968927,-13.628073099213104,-69.51319623070033,-0.8614018764849593
Bacteroides_sp_4_3_47FAA_ins,-10.387998883959241,-5.79191261993853,-38.24987954136774,-0.37140119266056565
Bacteroides_sp_4_3_47FAA_isobut,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_isocapr,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_isoval,-12.5335256,-6.828722399999999,-50.272695199999994,-0.43162920000000005
Bacteroides_sp_4_3_47FAA_k,0.0004893476344457897,0.0002666144594404447,0.0019628016296814525,1.685213998986468e-05
Bacteroides_sp_4_3_47FAA_lac_D,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_leu_L,-25.03956141830152,-13.642467363160078,-100.43512729761783,-0.8623117076756401
Bacteroides_sp_4_3_47FAA_lys_L,-25.044325536717338,-13.645063028831542,-100.45423645179031,-0.8624757742508521
Bacteroides_sp_4_3_47FAA_met_L,0.02295580170516451,0.01250715898438146,0.09207704671663777,0.0007905512496307981
Bacteroides_sp_4_3_47FAA_mg2,0.0004893476344457897,0.0002666144594404447,0.0019628016296814525,1.685213998986276e-05
Bacteroides_sp_4_3_47FAA_mn2,0.0004893476344457897,0.0002666144594404447,0.0019628016296814525,1.685213998986276e-05
Bacteroides_sp_4_3_47FAA_nac,-6.548027264351455,-3.643339174137197,-24.022222218945473,-0.23876921843752996
Bacteroides_sp_4_3_47FAA_nh4,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_ocdca,-25.01314199968927,-13.628073099213157,-100.32915748340575,-0.8614018764849598
Bacteroides_sp_4_3_47FAA_pi,0.07270314514998599,0.039611328183318584,0.29161651500584185,0.0025037488556740872
Bacteroides_sp_4_3_47FAA_ppa,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_ppi,-6.735225705616778,-6.808914755143756,-6.850847280313017,-0.4303772003722008
Bacteroides_sp_4_3_47FAA_pydx,-0.00092535383610875,-0.0032476628176280734,-3.177791788749971e-05,-0.00011323634795999999
Bacteroides_sp_4_3_47FAA_pydxn,-0.32139649817574695,-0.32405981864956745,-0.3208814870998744,-0.3211449992396022
Bacteroides_sp_4_3_47FAA_ser_L,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_so4,0.0004893476344457897,0.0002666144594404447,0.0019628016296814525,1.685213998986276e-05
Bacteroides_sp_4_3_47FAA_succ,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_taur,-20.0,-13.657444799999999,-20.0,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_thr_L,-25.038619573986786,-13.641954211986608,-100.43134950566433,-0.8622792724677769
Bacteroides_sp_4_3_47FAA_thymd,-25.066315043373887,-13.657043714989834,-100.5424376332474,-0.8632330482589381
Bacteroides_sp_4_3_47FAA_ttdca,-25.011319123725993,-13.62707992982727,-28.30083370671809,-0.8613391003341122
Bacteroides_sp_4_3_47FAA_urea,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_uri,-25.0670512,-13.657444799999999,-100.54539039999999,-0.8632584000000001
Bacteroides_sp_4_3_47FAA_val_L,-25.040278411166994,-13.642858007053691,-100.43800319741943,-0.8623363994556552
Bacteroides_sp_4_3_47FAA_zn2,0.0004893476344457897,0.0002666144594404447,0.0019628016296814525,1.685213998986276e-05
Burkholderiales_bacterium_1_1_47_ala_L,0.03053057899335634,0.01178763141917798,0.016420891565946068,0.0
Burkholderiales_bacterium_1_1_47_asn_L,0.009215468635092589,0.0035580244858476125,0.004956545737935793,0.0
Burkholderiales_bacterium_1_1_47_ca2,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Burkholderiales_bacterium_1_1_47_cl,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Burkholderiales_bacterium_1_1_47_co2,-15.7088636,-6.065076400000001,-8.4490224,0.0
Burkholderiales_bacterium_1_1_47_cobalt2,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Burkholderiales_bacterium_1_1_47_cu2,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Burkholderiales_bacterium_1_1_47_cys_L,-0.09589259007726128,-0.09841415931655755,-0.09779082692886826,0.0
Burkholderiales_bacterium_1_1_47_fe2,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Burkholderiales_bacterium_1_1_47_fe3,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Burkholderiales_bacterium_1_1_47_fum,-15.7088636,-6.065076400000001,-8.4490224,0.0
Burkholderiales_bacterium_1_1_47_glu_L,-12.971216794253634,-5.136653411334402,-5.309384224897646,0.0
Burkholderiales_bacterium_1_1_47_gly,-1.4285477606812453,-0.7715434215022134,-0.9335064078678613,0.0
Burkholderiales_bacterium_1_1_47_h2o,-15.7088636,-6.065076400000001,-8.4490224,0.0
Burkholderiales_bacterium_1_1_47_h2s,-15.7088636,-6.065076400000001,-8.4490224,0.0
Burkholderiales_bacterium_1_1_47_h,-0.9988849321204807,-0.6888393903001884,-0.7650793765185928,0.0
Burkholderiales_bacterium_1_1_47_his_L,-1.1350349294862327,-0.4809979643410651,-0.6422274152904075,0.0
Burkholderiales_bacterium_1_1_47_k,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Burkholderiales_bacterium_1_1_47_leu_L,-5.338068792152448,-2.158962417749592,-2.9289672848203745,0.0
Burkholderiales_bacterium_1_1_47_lys_L,-3.1879572495923836,-1.2758018047812572,-1.759201098780885,0.0
Burkholderiales_bacterium_1_1_47_mal_L,-15.7088636,-6.065076400000001,-8.4490224,0.0
Burkholderiales_bacterium_1_1_47_mg2,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Burkholderiales_bacterium_1_1_47_mn2,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Burkholderiales_bacterium_1_1_47_nac,-0.09938667734141052,-0.09976320064411301,-0.09967012401324316,0.0
Burkholderiales_bacterium_1_1_47_nh4,-15.7088636,-6.065076400000001,-8.4490224,0.0
Burkholderiales_bacterium_1_1_47_no2,-0.1,-0.1,-0.1,0.0
Burkholderiales_bacterium_1_1_47_phe_L,-15.666750315406151,-6.065076400000001,-8.4490224,0.0
Burkholderiales_bacterium_1_1_47_pi,-0.05402951353686136,-0.0822511341594418,-0.07527474426184032,0.0
Burkholderiales_bacterium_1_1_47_ppi,-4.474980467153373,-1.7706110454820827,-2.4373704659960445,0.0
Burkholderiales_bacterium_1_1_47_pro_L,-5.473820151778323,-2.272658752484498,-3.063820297710783,0.0
Burkholderiales_bacterium_1_1_47_ptrc,-15.7088636,-6.065076400000001,-8.4490224,0.0
Burkholderiales_bacterium_1_1_47_pydx,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Burkholderiales_bacterium_1_1_47_ribflv,0.0006133226585895011,0.00023679935588718292,0.00032987598675503476,0.0
Burkholderiales_bacterium_1_1_47_ser_L,-9.709322537961901,-3.845119527980551,-5.037128722458378,0.0
Burkholderiales_bacterium_1_1_47_so4,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Burkholderiales_bacterium_1_1_47_succ,-15.7088636,-6.065076400000001,-8.4490224,0.0
Burkholderiales_bacterium_1_1_47_thr_L,-4.020676679230449,-1.5722944466880777,-2.1352756576571443,0.0
Burkholderiales_bacterium_1_1_47_trp_L,-15.706697465526037,-6.064240071452514,-8.447857343178708,0.0
Burkholderiales_bacterium_1_1_47_tyr_L,-1.538204034298758,-0.6570678696033465,-0.8331428330743781,0.0
Burkholderiales_bacterium_1_1_47_zn2,0.00030666132929475055,0.00011839967794349048,0.00016493799337751738,0.0
Bacteroides_sp_20_3_2hyoxplac,-0.0009253538361087502,-0.003247662817625,-3.177791788749999e-05,-0.00011323634795999937
Bacteroides_sp_20_3_C02528,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_ac,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_adn,-12.382093897945058,-5.821162882306054,-1.5958239969956898,-0.7393719877415439
Bacteroides_sp_20_3_arg_L,-8.81954037874628,-4.150783647796873,-1.2953102643885934,-0.6019789486585805
Bacteroides_sp_20_3_asn_L,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_ca2,0.00026798858898814725,0.00011527284918743748,3.1201375503804654e-05,1.4456119891635182e-05
Bacteroides_sp_20_3_cholate,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_cl,0.00026798858898814725,0.00011527284918743748,3.1201375503804654e-05,1.4456119891635182e-05
Bacteroides_sp_20_3_co2,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_cobalt2,0.00026798858898814725,0.00011527284918743748,3.1201375503804654e-05,1.4456119891635182e-05
Bacteroides_sp_20_3_cu2,0.00026798858898814725,0.00011527284918743748,3.1201375503804654e-05,1.4456119891635182e-05
Bacteroides_sp_20_3_cytd,-13.715390025081911,-5.899550021430493,-1.5968554331716138,-0.7398498693983221
Bacteroides_sp_20_3_dad_2,-13.714646429432621,-5.899230170538859,-1.5967688578171793,-0.7398097575864815
Bacteroides_sp_20_3_dcyt,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_ddca,-2.745567039999999,-1.1809806399999998,-0.3196608799999999,-0.14810424
Bacteroides_sp_20_3_fe2,0.00026798858898814725,0.00011527284918743748,3.1201375503804654e-05,1.4456119891635182e-05
Bacteroides_sp_20_3_for,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_fum,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_gly,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_h2,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_h2o,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_h,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_hdca,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_ins,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_isobut,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_isocapr,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_isoval,-6.8639176,-2.9524516,-0.7991521999999999,-0.3702606
Bacteroides_sp_20_3_k,0.00026798858898814725,0.00011527284918743748,3.1201375503804654e-05,1.4456119891635182e-05
Bacteroides_sp_20_3_lac_D,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_leu_L,-13.712780569527919,-5.8984275879057195,-1.5965516194797398,-0.73970910742602
Bacteroides_sp_20_3_lys_L,-13.713214163202712,-5.898614094273292,-1.5966021019242138,-0.7397324967881219
Bacteroides_sp_20_3_met_L,-0.09101780792529614,-0.09613639194001056,-0.09895422133894469,-0.09951547322961814
Bacteroides_sp_20_3_mg2,0.00026798858898814725,0.00011527284918743748,3.1201375503804654e-05,1.4456119891635182e-05
Bacteroides_sp_20_3_mn2,0.00026798858898814725,0.00011527284918743748,3.1201375503804654e-05,1.4456119891635182e-05
Bacteroides_sp_20_3_nac,-7.407814155197071,-3.570877851976129,-1.288865982428376,-0.6134104230831117
Bacteroides_sp_20_3_nh4,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_ocdca,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_orn,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_pi,0.04017319637491923,0.017280134294486327,0.004677284917297381,0.002167064446358835
Bacteroides_sp_20_3_ppa,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_ppi,-6.735225705616743,-2.9438106687596353,-0.796813323653716,-0.36917695941276046
Bacteroides_sp_20_3_pro_L,-13.720441731157159,-5.90172296675906,-1.5974435932077697,-0.74012237379471
Bacteroides_sp_20_3_pydx,0.00026798858898814725,0.00011527284918743748,3.1201375503804654e-05,1.4456119891635182e-05
Bacteroides_sp_20_3_ser_L,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_so4,0.00026798858898814725,0.00011527284918743748,3.1201375503804654e-05,1.4456119891635182e-05
Bacteroides_sp_20_3_succ,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_taur,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_thr_L,-13.710089323531808,-5.897269972967682,-1.5966077950844864,-0.7395639334284083
Bacteroides_sp_20_3_thymd,-13.727432047799763,-5.904729787755274,-1.5982574617955327,-0.740499452743659
Bacteroides_sp_20_3_ttdca,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_urea,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_uri,-13.7278352,-5.9049032,-1.5983043999999997,-0.7405212
Bacteroides_sp_20_3_val_L,-13.713173226798146,-5.898596485851949,-1.596597335780493,-0.7397302885539035
Bacteroides_sp_20_3_zn2,0.00026798858898814725,0.00011527284918743748,3.1201375503804654e-05,1.4456119891635182e-05
Bacteroides_ovatus_ATCC_8483_2obut,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_4abut,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_C02528,-12.440900000000001,-2.328162,-20.0,-20.0
Bacteroides_ovatus_ATCC_8483_ac,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_acgal,-6.0,-2.328162,-6.0,-6.0
Bacteroides_ovatus_ATCC_8483_acgalglcur,-5.0,-2.328162,-5.0,-5.0
Bacteroides_ovatus_ATCC_8483_acgalidour2s,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_acgalidour,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_acgam,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_adn,-12.440900000000001,-2.328162,-26.900787199999996,-25.433261255468956
Bacteroides_ovatus_ATCC_8483_arg_L,-12.4283153454005,-2.32580693608809,-26.11609882622511,-45.73831911644221
Bacteroides_ovatus_ATCC_8483_asn_L,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_ca2,0.00024286562215888503,4.54493254199193e-05,0.00052514499914731,0.0010741835995649333
Bacteroides_ovatus_ATCC_8483_cholate,-12.440900000000001,-2.328162,-20.0,-20.0
Bacteroides_ovatus_ATCC_8483_cl,0.00024286562215888503,4.54493254199193e-05,0.00052514499914731,0.0010741835995649333
Bacteroides_ovatus_ATCC_8483_co2,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_cobalt2,0.00024286562215888503,4.54493254199193e-05,0.00052514499914731,0.0010741835995649333
Bacteroides_ovatus_ATCC_8483_cspg_a_degr,-3.0,-2.328162,-3.0,-3.0
Bacteroides_ovatus_ATCC_8483_cspg_ab_rest,-2.0,-2.0,-2.0,-2.0
Bacteroides_ovatus_ATCC_8483_cspg_b_degr,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_cspg_c_degr,-2.0,-2.0,-2.0,-2.0
Bacteroides_ovatus_ATCC_8483_cspg_c_rest,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_cu2,0.00024286562215888503,4.54493254199193e-05,0.00052514499914731,0.0010741835995649333
Bacteroides_ovatus_ATCC_8483_cys_L,-12.437646741972701,-2.3275531926214854,-26.893752724849563,-55.0111457877264
Bacteroides_ovatus_ATCC_8483_cytd,-12.430688322666501,-2.32625100970797,-26.878706630354426,-32.83809257080292
Bacteroides_ovatus_ATCC_8483_dad_2,-5.964492040256836,-1.3192590670205695,-12.113455215559135,-22.296030943130965
Bacteroides_ovatus_ATCC_8483_dcyt,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_fe2,0.00024286562215888503,4.54493254199193e-05,0.00052514499914731,0.0010741835995649333
Bacteroides_ovatus_ATCC_8483_fe3,0.0,0.0,0.000398046038764465,0.0006198087352339695
Bacteroides_ovatus_ATCC_8483_for,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_fru,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_gam26s,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_gam,-4.0,-2.328162,-4.0,-4.0
Bacteroides_ovatus_ATCC_8483_glcur,-9.0,-2.328162,-9.0,-9.0
Bacteroides_ovatus_ATCC_8483_gly,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_gsn,-5.598198597857928,-1.2703175768383295,-11.487664661247607,-20.51714856963037
Bacteroides_ovatus_ATCC_8483_h2,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_h2o,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_h2s,-12.440657110088852,-2.328116546129193,-26.900262002481096,-55.02446050897133
Bacteroides_ovatus_ATCC_8483_h,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
Bacteroides_ovatus_ATCC_8483_ha_deg1,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_ha_pre1,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hdca,-12.437281191008,-2.32748478423744,-26.89296229901926,-44.05658054316935
Bacteroides_ovatus_ATCC_8483_hspg_degr_10,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_11,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_12,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_13,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_1,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_2,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_3,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_4,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_5,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_6,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_7,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_8,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_hspg_degr_9,-1.0,-1.0,-1.0,-1.0
Bacteroides_ovatus_ATCC_8483_idour,-3.0,-2.328162,-3.0,-3.0
Bacteroides_ovatus_ATCC_8483_indole,-12.440900000000001,-2.328162,-26.900787199999996,-34.402116568440526
Bacteroides_ovatus_ATCC_8483_ins,-6.840642874266361,-1.3503986008065918,-14.438438507862188,-25.6494495124707
Bacteroides_ovatus_ATCC_8483_isobut,-12.440900000000001,-2.328162,-26.900787199999996,-55.025534799999996
